comp,round,home_team,away_team,home_goals,away_goals,date,time,home_expected_goals_(xg),away_expected_goals_(xg)
PREMIER LEAGUE,ROUND 38,Brentford,Newcastle,2,4,19.05.2024,11:00,1.07,3.47,54%,46%,10,12,5,7,5,5,12,17,3,0,2,1,18,22,3,3,15,11,4,4,443,393,18,9,89,104,50,58
PREMIER LEAGUE,ROUND 38,Brentford,Newcastle,2,4,19.05.2024,11:00,1.07,3.47,54%,46%,10,12,5,7,5,5,12,17,3,0,2,1,18,22,3,3,15,11,4,4,443,393,18,9,89,104,50,58,18,13
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3,10,9
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3,10,9,1,3
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3,10,9,1,3,548,460
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3,10,9,1,3,548,460,27,20
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3,10,9,1,3,548,460,27,20,90,74
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3,10,9,1,3,548,460,27,20,90,74,54,26
PREMIER LEAGUE,ROUND 38,Brighton,Manchester Utd,0,2,19.05.2024,11:00,1.76,1.37,56%,44%,17,11,3,4,14,7,0,0,10,8,7,5,0,1,11,9,2,3,10,9,1,3,548,460,27,20,90,74,54,26,13,15
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2,11,5
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2,11,5,1,0
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2,11,5,1,0,655,242
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2,11,5,1,0,655,242,6,20
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2,11,5,1,0,655,242,6,20,147,41
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2,11,5,1,0,655,242,6,20,147,41,83,18
PREMIER LEAGUE,ROUND 38,Burnley,Nottingham,1,2,19.05.2024,11:00,1.10,1.45,69%,31%,20,12,3,6,17,6,7,11,4,3,0,2,13,10,4,2,11,5,1,0,655,242,6,20,147,41,83,18,13,38
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4,5,9
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4,5,9,2,3
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4,5,9,2,3,529,319
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4,5,9,2,3,529,319,26,28
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4,5,9,2,3,529,319,26,28,85,96
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4,5,9,2,3,529,319,26,28,85,96,47,64
PREMIER LEAGUE,ROUND 38,Chelsea,Bournemouth,2,1,19.05.2024,11:00,0.90,2.34,63%,37%,16,22,6,5,10,17,9,6,6,5,0,1,17,19,4,4,5,9,2,3,529,319,26,28,85,96,47,64,23,19
